id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,source
li-4145820444,linkedin,https://www.linkedin.com/jobs/view/4145820444,,Software Engineer- TEM,Capgemini Cloud,"Pune, Maharashtra, India",,,,,,,,,,,,,,,https://fr.linkedin.com/showcase/capgemini-cloud/,,,,,,,linkedin
li-4077933208,linkedin,https://www.linkedin.com/jobs/view/4077933208,,"ML Engineer, AWS QuickSight",Amazon Web Services (AWS),"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/amazon-web-services,,,,,,,linkedin
li-4121328115,linkedin,https://www.linkedin.com/jobs/view/4121328115,,Software Engineer - Associate - Human Capital Management,Goldman Sachs,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/goldman-sachs,,,,,,,linkedin
li-4145818466,linkedin,https://www.linkedin.com/jobs/view/4145818466,,Software Engineer,Capgemini Cloud,"Pune, Maharashtra, India",,,,,,,,,,,,,,,https://fr.linkedin.com/showcase/capgemini-cloud/,,,,,,,linkedin
li-4126141478,linkedin,https://www.linkedin.com/jobs/view/4126141478,,Senior Software Engineer,Bottomline,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/bottomline-payments,,,,,,,linkedin
li-4118673890,linkedin,https://www.linkedin.com/jobs/view/4118673890,,Data Engineer II (Remote),HackerRank,,,,,,,,,,,,,,,,https://www.linkedin.com/company/hackerrank,,,,,,,linkedin
li-4147549961,linkedin,https://www.linkedin.com/jobs/view/4147549961,,WizCommerce - Software Engineer - Python,WizCommerce,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/wizcommerce,,,,,,,linkedin
li-4147884526,linkedin,https://www.linkedin.com/jobs/view/4147884526,,Solutions Architect,Zensar Technologies,"Pune, Maharashtra, India",,,,,,,,,,,,,,,https://in.linkedin.com/company/zensar,,,,,,,linkedin
li-4147764496,linkedin,https://www.linkedin.com/jobs/view/4147764496,,Lead Software Engineer,Capgemini Automotive,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/showcase/capgemini-automotive/,,,,,,,linkedin
li-4126496367,linkedin,https://www.linkedin.com/jobs/view/4126496367,,Architect,Aristocrat,"Gurugram, Haryana, India",,,,,,,,,,,,,,,https://au.linkedin.com/company/aristocratcorporate,,,,,,,linkedin
li-4143472028,linkedin,https://www.linkedin.com/jobs/view/4143472028,,Software Solution Architect – SQL & Data Solutions (Healthcare Domain) - Chennai,UST,"Chennai, Tamil Nadu, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/ustglobal,,,,,,,linkedin
li-4143472039,linkedin,https://www.linkedin.com/jobs/view/4143472039,,Software Solution Architect – SQL & Data Solutions (Healthcare Domain) - Thiruvanullthapuram,UST,"Thiruvanullthapuram, Kerala, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/ustglobal,,,,,,,linkedin
li-4147552778,linkedin,https://www.linkedin.com/jobs/view/4147552778,,Zinnia - Software Engineer III - SQL/ETL,Zinnia,"Pune, Maharashtra, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/zinniatm,,,,,,,linkedin
li-4147554486,linkedin,https://www.linkedin.com/jobs/view/4147554486,,Interesting Job Opportunity: Senior Solution Architect - Application Development,Stalwart People Co.,"Pune, Maharashtra, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/stalwartpeopleco,,,,,,,linkedin
li-4148303477,linkedin,https://www.linkedin.com/jobs/view/4148303477,,Technical Architect,Boston Technology Corporation,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/boston-technology-corporation,,,,,,,linkedin
li-4143471309,linkedin,https://www.linkedin.com/jobs/view/4143471309,,Software Solution Architect – SQL & Data Solutions (Healthcare Domain) - Kochi,UST,"Kochi, Kerala, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/ustglobal,,,,,,,linkedin
li-4145819613,linkedin,https://www.linkedin.com/jobs/view/4145819613,,Technical Architect II 10 to 18 Years II Pune,Capgemini Cloud,"Pune, Maharashtra, India",,,,,,,,,,,,,,,https://fr.linkedin.com/showcase/capgemini-cloud/,,,,,,,linkedin
li-4148040130,linkedin,https://www.linkedin.com/jobs/view/4148040130,,Solutions Architect,Qode Jobs,"Gurugram, Haryana, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/qode-jobs,,,,,,,linkedin
li-4124151004,linkedin,https://www.linkedin.com/jobs/view/4124151004,,Manager- Application Architect (.Net and Azure),Deloitte,"Hyderabad, Telangana, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/deloitte,,,,,,,linkedin
li-4148339075,linkedin,https://www.linkedin.com/jobs/view/4148339075,,Data Architect,Nous Infosystems,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/nousinfosystems,,,,,,,linkedin
li-4147769637,linkedin,https://www.linkedin.com/jobs/view/4147769637,,Senior Architect – Advanced Java and Data Pipelines,USEReady,"Pune, Maharashtra, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/useready,,,,,,,linkedin
li-4081390201,linkedin,https://www.linkedin.com/jobs/view/4081390201,,AI Solutions Architect,Oracle,"Hyderabad, Telangana, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/oracle,,,,,,,linkedin
li-4053725225,linkedin,https://www.linkedin.com/jobs/view/4053725225,,Technical Architect/Tech Lead(Java Full Stack)-IC role,HiLabs,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/hilabsinc,,,,,,,linkedin
li-3935961074,linkedin,https://www.linkedin.com/jobs/view/3935961074,,Architect I - Enterprise Solutions,UST,"Hyderabad, Telangana, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/ustglobal,,,,,,,linkedin
li-4147784330,linkedin,https://www.linkedin.com/jobs/view/4147784330,,"Senior SDE, Amazon Q Business",Amazon Web Services (AWS),"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/amazon-web-services,,,,,,,linkedin
li-4096052196,linkedin,https://www.linkedin.com/jobs/view/4096052196,,Software Architect - Bluetooth & WiFi,Aptiv,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://ch.linkedin.com/company/aptiv,,,,,,,linkedin
li-4084851569,linkedin,https://www.linkedin.com/jobs/view/4084851569,,Partner Solutions Architect,Datadog,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/datadog,,,,,,,linkedin
li-4145865489,linkedin,https://www.linkedin.com/jobs/view/4145865489,,Siebel Technical Architect,Oracle,"Chennai, Tamil Nadu, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/oracle,,,,,,,linkedin
li-4145869059,linkedin,https://www.linkedin.com/jobs/view/4145869059,,Siebel Technical Architect,Oracle,"Noida, Uttar Pradesh, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/oracle,,,,,,,linkedin
li-4145863564,linkedin,https://www.linkedin.com/jobs/view/4145863564,,Siebel Technical Architect,Oracle,"Hyderabad, Telangana, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/oracle,,,,,,,linkedin
li-4145863565,linkedin,https://www.linkedin.com/jobs/view/4145863565,,Siebel Technical Architect,Oracle,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/oracle,,,,,,,linkedin
li-4126149076,linkedin,https://www.linkedin.com/jobs/view/4126149076,,"Technical Expert, Database Architect",Landis+Gyr,"Noida, Uttar Pradesh, India",,,,,,,,,,,,,,,https://ch.linkedin.com/company/landis,,,,,,,linkedin
li-4124754093,linkedin,https://www.linkedin.com/jobs/view/4124754093,,Software Developer Senior Specialist - AI/ML Engineer,Nasdaq,"Bengaluru East, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/nasdaq,,,,,,,linkedin
li-4059786490,linkedin,https://www.linkedin.com/jobs/view/4059786490,,"RF Senior Software Support Engineer, Music Region Flex",Amazon Music,"Hyderabad, Telangana, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/amazon-music,,,,,,,linkedin
li-4119553747,linkedin,https://www.linkedin.com/jobs/view/4119553747,,CD&E-Cybersecurity-ServiceNow developer - Senior Associate - Bangalore,PwC Acceleration Centers in India,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://in.linkedin.com/company/pwc-acs-in-india,,,,,,,linkedin
li-3983073549,linkedin,https://www.linkedin.com/jobs/view/3983073549,,"Software Engineer II, Infrastructure, Google Cloud",Google,"Bengaluru, Karnataka, India",,,,,,,,,,,,,,,https://www.linkedin.com/company/google,,,,,,,linkedin
li-4145820444,linkedin,https://www.linkedin.com/jobs/view/4145820444,,Software Engineer- TEM,Capgemini Cloud,"Pune, Maharashtra, India",,,,,,,,,,,,,,,https://fr.linkedin.com/showcase/capgemini-cloud/,,,,,,,linkedin
in-848f7406eb62a28b,indeed,https://in.indeed.com/viewjob?jk=848f7406eb62a28b,http://in.indeed.com/job/mep-engineer-848f7406eb62a28b,MEP Engineer,Clayworks ,"KA, IN",2025-02-09,fulltime,,,,,,False,,,,null,"About Us:

Clayworks is a dynamic and innovative player in the commercial real estate cum hospitality sector, committed to delivering unparalleled experiences to our clients. With a focus on creating exceptional spaces and providing top\-notch service, we are seeking an MEP Engineer to join our team. Who are passionate about Electrical engineering and have an interest in real estate and hospitality, this position offers an interesting opportunity.

Role Overview:

In this role, you will play a crucial part in ensuring the seamless design, installation, and maintenullce of machinal, electrical, plumbing and IT systems in building projects. Your responsibilities will span across project planning, design review, budgeting, vendor management, quality assurance, construction supervision, risk management, documentation, and client communication. This position requires a strong background in Electrical engineering.

Location: Bangalore, India

Work mode: On\-site

Job\-type: Full\-time

Industry: Commercial Real Estate

Roles \& Responsibilities

* Design coordination with architect, Structural/Services consultant, and others with ability of problem\-solving at the site.
* Review the design feasibility proposed by Architect / Services Consultant and give inputs based on design constraints in line with time and cost.
* Checking plans, drawings, and quantities for accuracy of calculations.
* Ensuring that all materials used are as per approved specifications.
* Overseeing the selection and requisition of materials.
* Resolving technical issues with contractor representatives, suppliers, and subcontractors.
* Quality control in accordance with standard method statements, quality plans, inspection and test plans prepared by the project management team and by the subcontractors.
* Act as the single point driving force at site driving the diverse team of contractors, sub\-contractors and other vendors.
* Prepare \& monitor Project Schedule.
* Planning the work efficiently organizing the site facilities to meet agreed deadlines.
* Involved in procurement process and negotiating contracts with external vendors to reach profitable agreements for various packages of the project.
* To meet assigned budget by monitoring project expenditures and identifying variables and highlight time to time in case of any cost variation.
* Ensuring that all safety precautions have been taken into consideration and implemented properly.

Clayworks

* Co\-ordination with the office team and informing them of the project status regularly.
* Prepare weekly and monthly site reports.
* Resolve any unexpected technical difficulties and other problems that may arise and discuss with Senior Project Manager / other higher personnel to plan for mitigation.
* Conducting weekly site review meetings and sharing MOMs of the meetings with project

stakeholders.

* Conducting on\-site measurements of the executed activities and Certification of bills.
* Testing and commissioning of Electrical, HVAC, FAPA, Data \& allied services.
* Preparation and documentation of project commissioning and handover reports.
* Successfully handover the project to operations team with submission of all testing \&

commissioning reports, demo of all systems and asset handover duly positioning as per final

approved layout.

* Documentation of the project process from initiation till handover.

QUALIFICATION \& EXPERIENCE

Diploma or Bachelor’s degree in Electrical engineering or a related field with 0\-3 years of experience. Strong knowledge of MEP design principles, codes, and standards. Proficiency in computer, aided design (CAD) software and relevant engineering tools. Excellent communication and teamwork.

Job Types: Full\-time, Permanent

Pay: ₹600,000\.00 \- ₹700,000\.00 per year

Benefits:

* Cell phone reimbursement
* Health insurance
* Provident Fund

Schedule:

* Day shift

Supplemental Pay:

* Performance bonus

Work Location: In person

Expected Start Date: 10/02/2025",null,https://in.indeed.com/cmp/Clayworks-2,null,null,null,null,null,null,indeed
in-30130da73fa3fda9,indeed,https://in.indeed.com/viewjob?jk=30130da73fa3fda9,http://in.indeed.com/job/senior-pre-sales-engineer-india-remote-30130da73fa3fda9,Senior Pre-Sales Engineer (India - Remote),MAPSTED,"Remote, IN",2025-02-09,fulltime,,,,,,True,,,,null,"**Job description**

**Company Overview:**

Mapsted (www.mapsted.com) is a global leader in innovative location\-based technology, distinguished by its proprietary hardware\-free solutions. Founded in 2014, the company has pioneered the transformation of data chaos into actionable intelligence through advanced AI and machine learning. Mapsted has meticulously mapped over one billion square feet of indoor space and holds more than 100 patents, showcasing its commitment to trailblazing innovation. Its unique ability to deliver scalable, beacon\-free indoor positioning with an accuracy of 1–5 meters places it at the forefront of the industry.

**Job Summary:**

The Senior Pre\-Sales Engineer will play a critical role in driving technical sales efforts by working closely with enterprise customers, sales teams, and partners in the UK \& EMEA region. This role requires deep technical expertise, strong solution\-selling skills, and the ability to engage with clients to demonstrate and position complex solutions. The ideal candidate will bridge the gap between technical solutions and business needs, supporting the sales cycle from initial discovery to closing deals.

**Key Responsibilities:**

**1\. Technical Sales Support \& Solution Design**

* Collaborate with sales teams to understand customer requirements and propose tailored solutions.
* Conduct product demonstrations, proof\-of\-concept (PoC) engagements, and technical deep\-dives for prospective clients.
* Provide pre\-sales technical support by addressing product\-related queries and advising on deployment strategies.
* Design and recommend architecture and integration solutions based on customer needs and industry best practices.

**2\. Customer Engagement \& Technical Consultations**

* Act as a trusted technical advisor to customers, ensuring solutions align with their business challenges and IT environments.
* Lead technical discovery sessions to gather and analyze customer pain points and translate them into actionable solutions.
* Deliver customer presentations, webinars, and workshops to showcase technical capabilities.
* Assist in developing RFP (Request for Proposal) responses and technical documentation.

**3\. Collaboration with Internal \& External Stakeholders**

* Work closely with Sales, Product Management, and Engineering teams to align solutions with customer expectations.
* Support channel partners, system integrators, and resellers in positioning and selling solutions.
* Provide feedback to the product development team based on customer requirements and market trends.

**4\. Competitive Analysis \& Market Intelligence**

* Stay updated on industry trends, competitors, and emerging technologies to position offerings effectively.
* Conduct competitive analysis and benchmarking to highlight product differentiators.
* Provide insights to sales and marketing teams to refine go\-to\-market strategies.

**5\. Technical Enablement \& Training**

* Assist in training sales teams, partners, and customers on product capabilities and technical use cases.
* Develop technical content, whitepapers, FAQs, and best practice guides to enhance knowledge sharing.
* Participate in industry conferences, events, and trade shows to represent the company and engage with prospects.

**Qualifications \& Requirements:**

* 7\+ years in pre\-sales engineering, solutions architecture, or technical consulting in a B2B enterprise environment.
* Bachelor's or Master's degree in Computer Science, Engineering, IT, or related fields (or equivalent experience).
* Strong expertise in solution design, cloud architectures (AWS, Azure, GCP), networking, and security.
* Proficiency in API integrations, SaaS, and enterprise software deployments.
* Exceptional communication, presentation, and stakeholder management skills.
* Ability to translate technical concepts into business value for customers.
* Strong problem\-solving and consultative sales approach.
* Comfortable working in fast\-paced, high\-growth environments.

Job Type: Full\-time

Schedule:

* Monday to Friday

Work Location: Remote",Internet And Software,https://in.indeed.com/cmp/Mapsted,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/bcc00d6b1768bd0bdddebeb2696c4b09,https://mapsted.com/,"Mapsted’s headquarters in Oakville, Canada, serves as the heart of its operations, with a dynamic global presence spanning all major countries, driving innovation and excellence worldwide.",51 to 200,null,"Joining Mapsted means working in a diverse, innovative team shaping global location tech. For more info - www.mapsted.com",indeed
in-87247b7ecccd4fd8,indeed,https://in.indeed.com/viewjob?jk=87247b7ecccd4fd8,https://www.databricks.com/company/careers/recruiting/recruiter-12-month-contract--7854482002,Recruiter (12 month contract),Databricks,"KA, IN",2025-02-09,null,,,,,,False,,,,null,"We are looking for a **Recruiter (contract)** to help us grow our office in Bangalore. You will be the driving force behind finding and engaging with some of the finest talent in the industry as we scale our team from the ground up. This is an exciting time to be part of the rocketship and the Databricks expansion in India.



Recruiters at Databricks are subject matter experts when it comes to talent attraction and are given full autonomy to bring new ideas and creative approaches to life.



You will work with hiring managers as a strategic partner advising on things such as sourcing strategies, passive engagement strategies, competitive intelligence, DEI, and talent insights. You will have an opportunity to work on multiple positions across Engineering / Tech Solutions / Finullce \& Accounting / IT / Security and many more !  

  

If you're someone who's passionate about recruiting , sourcing, enjoys using alternative techniques to find diverse talent pools, and relishes having the creative freedom to try new things, then apply below!


**The impact you will have:**


* Drive talent acquisition efforts by extensively sourcing and engaging with highly skilled professionals in Bangalore.
* Contribute to the growth and success of Databricks in India by building a strong pipeline of top\-tier candidates.
* Collaborate with the APJ recruiting team and hiring managers to understand the hiring needs and develop effective sourcing strategies.
* Ensure a positive candidate experience throughout the sourcing and evaluation process, acting as a brand ambassador for Databricks.
* Play a key role in building a diverse and inclusive workforce, promoting equal opportunity and representation in technical roles.


**What we look for:**


* Proven experience as a Recruiter or similar role in the technology industry.
* Strong understanding of technical / non tech roles, and the ability to effectively assess candidates' technical skills across all experience levels (Entry to Senior)
* Extremely hands on with sourcing, leveraging different tools \& platforms to source \& recruit strong Tech \& Non Tech talent
* Expertise in hiring Software Engineers across domains like Big Data, ML, Infrastructure, Databases , Storage etc is a plus
* Excellent communication and interpersonal skills, with the ability to engage candidates, build relationships, and effectively represent Databricks' values and culture.
* Familiarity with applicant tracking systems (ATS) and other recruitment software for efficient candidate management and tracking.
* Someone who thinks beyond the usual tools and creates innovative solutions to finding, engaging \& hiring the very best people.

**About Databricks**



Databricks is the data and AI company. More than 10,000 organizations worldwide — including Comcast, Condé Nast, Grammarly, and over 50% of the Fortune 500 — rely on the Databricks Data Intelligence Platform to unify and democratize data, analytics and AI. Databricks is headquartered in San Francisco, with offices around the globe and was founded by the original creators of Lakehouse, Apache Spark™, Delta Lake and MLflow. To learn more, follow Databricks on Twitter, LinkedIn and Facebook.  

  

**Benefits**  

  

At Databricks, we strive to provide comprehensive benefits and perks that meet the needs of all of our employees. For specific details on the benefits offered in your region, please visit https://www.mybenefitsnow.com/databricks.

  

**Our Commitment to Diversity and Inclusion**



At Databricks, we are committed to fostering a diverse and inclusive culture where everyone can excel. We take great care to ensure that our hiring practices are inclusive and meet equal employment opportunity standards. Individuals looking for employment at Databricks are considered without regard to age, color, disability, ethnicity, family or marital status, gender identity or expression, language, national origin, physical and mental ability, political affiliation, race, religion, sexual orientation, socio\-economic status, veteran status, and other protected characteristics.


**Compliance**


**If access to export\-controlled technology or source code is required for performance of job duties, it is within Employer's discretion whether to apply for a U.S. government license for such positions, and Employer may decline to proceed with an applicant on this basis alone.**",null,https://in.indeed.com/cmp/Databricks,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/2abd500baf1c36bf437460fdf25651f4,https://www.databricks.com,"San Francisco, CA","5,001 to 10,000",Decline to state,"Databricks, the data and AI company, helps data teams solve the world’s toughest problems.",indeed
in-d6f19acd70c564b9,indeed,https://in.indeed.com/viewjob?jk=d6f19acd70c564b9,https://careers.infor.com/en_US/careers/JobDetail/Software-Engineer-Senior/16110,"Software Engineer, Senior",Infor,"TS, IN",2025-02-09,null,,,,,,True,,,,null,"General information
Country
India


State
Telangana


City
Hyderabad


Job ID
43123


Department
Development


Description \& Requirements
Infor EPM is a platform to create state\-of\-the\-art analytic and performance management applications. Infor EPM customers experience great prebuilt content and can even customize and create from scratch – with all the flexibility and power they need. The platform has a Cloud Edition which is a brand\-new, cloud\-enabled, highly scalable, performant and technically beautiful service\-oriented architecture.

*The job position is in the EPM platform itself which consists of common components, from database access layer up to the administrative web UI as well as more business focused parts allowing to build business specific applications for the given industry or a particular customer use case. The infrastructure provides high performance and scalability and is a key part of the platform.*


*Key Responsibilities*


* Develop clean, efficient, and reusable code based on the designs and guidelines
* Ensure code quality and performance with automated unit and integration tests using standard testing frameworks
* Understand the product and interface architecture and requirements
* Participate in technical discussions with stakeholders
* Prioritize time\-critical tasks, act according to the priorities, and provide consistent progress updates
* Break down the coding tasks and provide self\-estimates
* Participate in code and test cases reviews
* Assist other developers, product owners and the QA team with product issues and usage of developed components
* Participate in design and architecture work for the product
* Survey new technologies and identify those we can utilize in the product for better performance, scalability or easier development
* Be a team player, support the team, help team members and contribute to the team spirit

*Key Requirements/Experience*

* Bachelor’s or Master’s degree in computer science, Engineering, IT, or a related field, or equivalent practical experience
* Solid web development experience using JavaScript/Typescript and frameworks (preferred React), HTML, CSS (required)
* Experience with backend development in C\#, .NET Framework (required)
* Understanding of basic object oriented software design principles and design patterns
* SOLID, KISS, DRY, GoF
* Understanding on performance, security, and other non\-functional requirements
* Strong analytical skills and ability to multi\-task
* Enthusiasm and ability to collaborate well with others, including remote teams
* Professional pride, drive, and curiosity
* You combine high technical expertise with great solution orientation.
* Ability to grasp concepts quickly. A team player who shows talent, enthusiasm and attitude.
* Good English language skills both, written and oral


*Preferred Qualifications*


* Experience with automation development (backend / frontend unit and integration tests)
* Experience with Development tooling (preferred VS or VS Code)
* Experience with some version control system (preferred Git)
* Experience with software management system (JIRA, Trello, …)
* Experience with AGILE development methodology (preferred SCRUM)
* Experience leading and managing a team
* Experience with SQL Server / PostgreSQL databases
* Multi\-tenullt Cloud architecture
  

  

  

About Infor  

Infor is a global leader in business cloud software products for companies in industry specific markets. Infor builds complete industry suites in the cloud and efficiently deploys technology that puts the user experience first, leverages data science, and integrates easily into existing systems. Over 60,000 organizations worldwide rely on Infor to help overcome market disruptions and achieve business\-wide digital transformation.
For more information visit www.infor.com  


Our Values  

At Infor, we strive for an environment that is founded on a business philosophy called Principle Based Management™ (PBM™) and eight Guiding Principles: integrity, stewardship \& compliance, transformation, principled entrepreneurship, knowledge, humility, respect, self\-actualization. Increasing diversity is important to reflect our markets, customers, partners, and communities we serve in now and in the future.  

We have a relentless commitment to a culture based on PBM. Informed by the principles that allow a free and open society to flourish, PBM™ prepares individuals to innovate, improve, and transform while fostering a healthy, growing organization that creates long\-term value for its clients and supporters and fulfillment for its employees.  

Infor is an Equal Opportunity Employer. We are committed to creating a diverse and inclusive work environment. Infor does not discriminate against candidates or employees because of their sex, race, gender identity, disability, age, sexual orientation, religion, national origin, veteran status, or any other protected status under the law. If you require accommodation or assistance at any time during the application or selection processes, please submit a request by following the directions located in the FAQ section at the bottom of the infor.com/about/careers webpage.",null,https://in.indeed.com/cmp/Infor,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ffa469a8e594a73e1ae8f47b9190e33f,https://www.infor.com,"New York, NY","10,000+",$1B to $5B (USD),"Infor builds complete industry suites in the cloud and efficiently deploys technology that puts the user experience first, leverages data science, and integrates easily into existing systems.",indeed
in-f0794019cd1eed5b,indeed,https://in.indeed.com/viewjob?jk=f0794019cd1eed5b,https://careers.infor.com/en_US/careers/JobDetail/Software-Engineer-Senior/16109,"Software Engineer, Senior",Infor,"TS, IN",2025-02-09,null,,,,,,False,,,,null,"General information
Country
India


State
Telangana


City
Hyderabad


Job ID
43122


Department
Development


Description \& Requirements
Infor EPM is a platform to create state\-of\-the\-art analytic and performance management applications. Infor EPM customers experience great prebuilt content and can even customize and create from scratch – with all the flexibility and power they need. The platform has a Cloud Edition which is a brand\-new, cloud\-enabled, highly scalable, performant and technically beautiful service\-oriented architecture.

*The job position is in the EPM platform itself which consists of common components, from database access layer up to the administrative web UI as well as more business focused parts allowing to build business specific applications for the given industry or a particular customer use case. The infrastructure provides high performance and scalability and is a key part of the platform.*


*Key Responsibilities*


* Development of automation scripts for deployments in AWS Cloud
* Maintenullce of development cloud environments
* Provide standby support and collaborate closely with CloudOps to ensure rapid resolution of issues in production systems
* Participate in technical discussions with stakeholders
* Survey new technologies and identify those we can utilize in the product for better performance, scalability or easier development
* Be a team player, support the team, help team members and contribute to the team spirit


*Key Requirements/Experience*

* Good English communication skills (written and oral)
* Bachelor’s degree in Computer Science, Engineering, IT, or related field (or equivalent practical experience)
* Attention to coding quality and adherence to defined guidelines
* Critical thinking with independent problem\-solving abilities
* The ability to effectively search for information on the internet and other available sources
* Comfortable with utilizing AI tools to enhance efficiency
* Excellent troubleshooting skills
* Required hands\-on experience
	+ Amazon services (CloudFormation, EC2, VPC, Lambda, S3, DynamoDB, IAM)
	+ Advanced programming skills including OOP (Python is a plus)
	+ Basic knowledge of PowerShell and Windows cmd
	+ Version control systems (preferred Git)


*Preferred Qualifications*


* Experience with container\-based application (Docker, K8s)
* Experience with infrastructure as code (Terraform, CloudFormation)
* Experience with CI/CD pipelines
* Experience with agile development methodology (preferred Scrum)
* Experience with issue tracking/project management software (Jira, …)
  

  

About Infor  

Infor is a global leader in business cloud software products for companies in industry specific markets. Infor builds complete industry suites in the cloud and efficiently deploys technology that puts the user experience first, leverages data science, and integrates easily into existing systems. Over 60,000 organizations worldwide rely on Infor to help overcome market disruptions and achieve business\-wide digital transformation.
For more information visit www.infor.com  


Our Values  

At Infor, we strive for an environment that is founded on a business philosophy called Principle Based Management™ (PBM™) and eight Guiding Principles: integrity, stewardship \& compliance, transformation, principled entrepreneurship, knowledge, humility, respect, self\-actualization. Increasing diversity is important to reflect our markets, customers, partners, and communities we serve in now and in the future.  

We have a relentless commitment to a culture based on PBM. Informed by the principles that allow a free and open society to flourish, PBM™ prepares individuals to innovate, improve, and transform while fostering a healthy, growing organization that creates long\-term value for its clients and supporters and fulfillment for its employees.  

Infor is an Equal Opportunity Employer. We are committed to creating a diverse and inclusive work environment. Infor does not discriminate against candidates or employees because of their sex, race, gender identity, disability, age, sexual orientation, religion, national origin, veteran status, or any other protected status under the law. If you require accommodation or assistance at any time during the application or selection processes, please submit a request by following the directions located in the FAQ section at the bottom of the infor.com/about/careers webpage.",null,https://in.indeed.com/cmp/Infor,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ffa469a8e594a73e1ae8f47b9190e33f,https://www.infor.com,"New York, NY","10,000+",$1B to $5B (USD),"Infor builds complete industry suites in the cloud and efficiently deploys technology that puts the user experience first, leverages data science, and integrates easily into existing systems.",indeed
